target,model_name,mae_test,rmse_test,r2_test,mae_boot_mean_train,mae_boot_std_train,mae_95ci_lower,mae_95ci_upper
S-I,LinearRegression,2.4221831412143717,3.4607294297418094,-0.23594649836363457,2.1595708327300045,0.17435436058178946,1.8332119783294085,2.511345330745215
S-I,PolynomialDeg2,2.400427824966552,3.090319808577071,0.014466865025868803,2.102983908041283,0.16930166640860944,1.7987214224587875,2.4587188907360042
S-I,DummyMean,2.6671906158357763,3.395358522283675,-0.18969505683377497,2.3940849070191232,0.16906716464985205,2.07471319738084,2.7454393843483706
